strata,year,new_cpue,new_cv,cpue,cv,tst_cpue,tst_cv
CGOA,1992,20696.5029014085,0.1228858248595779,20696.5,0.12288616969715412,0.0029014085012022406,-3.448375762160616e-7
CGOA,1993,16336.901171955,0.20620524444203875,16336.9,0.20620489669973843,0.0011719550002453616,3.4774230031620057e-7
CGOA,1994,16017.0448571381,0.16219999641965674,16017,0.16219988232788027,0.04485713810026937,1.1409177647081492e-7
CGOA,1995,13042.673696768,0.1639782132153763,13042.7,0.1639785329984602,-0.026303231999918353,-3.1978308390190335e-7
CGOA,1996,17214.5241685674,0.15570169728621516,17214.5,0.1557014724696503,0.024168567400920438,2.2481656486439405e-7
CGOA,1997,15449.2381403076,0.1727014621138342,15449.2,0.17270134127547448,0.03814030759895104,1.2083835970733148e-7
CGOA,1998,18082.6579842843,0.10441067969645768,18082.7,0.10441089423519814,-0.042015715702291345,-2.1453874046728494e-7
CGOA,1999,23833.6201171272,0.11416585153379964,23833.6,0.11416539698088149,0.020117127201956464,4.5455291815266197e-7
CGOA,2000,16954.3058940237,0.16202785905900133,16954.3,0.16202756446950514,0.005894023699511308,2.9458949618588193e-7
CGOA,2001,31075.9818197244,0.13666165894402482,31076,0.13666171289534051,-0.01818027560148039,-5.395131569274625e-8
CGOA,2002,23109.0482876439,0.11533859633705264,23109,0.11533885006075892,0.04828764389822027,-2.5372370628107266e-7
CGOA,2003,22860.825225318,0.10331945976953172,22860.8,0.10331914603379805,0.02522531800059369,3.1373573367021734e-7
CGOA,2004,14944.3038305436,0.08697919420835198,14944.3,0.08697923718633878,0.003830543600997771,-4.297798679442355e-8
CGOA,2005,19580.4125763308,0.15146380049878885,19580.4,0.15146406700325954,0.012576330798765412,-2.6650447068621297e-7
CGOA,2006,19549.7234475631,0.11331260541886592,19549.7,0.11331221455058144,0.023447563100489788,3.9086828448886557e-7
CGOA,2007,18925.1838055262,0.14361044430486553,18925.2,0.14361029294987687,-0.016194473799259868,1.5135498865337382e-7
CGOA,2008,27239.0162903049,0.13021960275751626,27239,0.13022003013557507,0.016290304898575414,-4.2737805880377344e-7
CGOA,2009,19801.5222219834,0.19534689806341077,19801.5,0.19534707477710042,0.022221983399504097,-1.767136896535515e-7
CGOA,2010,24000.0525424036,0.13170459354245503,24000.1,0.13170483893531054,-0.04745759639990865,-2.453928555079532e-7
CGOA,2011,23041.2051986898,0.12152209563180771,23041.2,0.1215220945021045,0.005198689799726708,1.1297032198598345e-9
CGOA,2012,26388.2334724868,0.09883819525989888,26388.2,0.09883821850384028,0.03347248680074699,-2.324394139663344e-8
CGOA,2013,31873.0391287402,0.13398652504296044,31873,0.13398656723377597,0.039128740201704204,-4.219081553569204e-8
CGOA,2014,27896.9361640175,0.2128436885646873,27896.9,0.21284419274928398,0.03616401749968645,-5.041845966835545e-7
CGOA,2015,27129.9543976767,0.10716133055593877,27130,0.10716175275904255,-0.04560232329822611,-4.2220310378371373e-7
CGOA,2016,19792.5981801314,0.07593341182096139,19792.6,0.07593341527767117,-0.0018198685975221451,-3.456709779525724e-9
CGOA,2017,25866.1840817135,0.0772660513643134,25866.2,0.07726604896750065,-0.015918286499072565,2.3968127482731916e-9
CGOA,2018,19636.6155407186,0.0974870180138653,19636.6,0.09748703765455069,0.015540718603006098,-1.9640685383626177e-8
CGOA,2019,19329.1740604331,0.11704217460480752,19329.2,0.11704188632838922,-0.02593956690179766,2.8827641830597717e-7
CGOA,2020,18657.1853313504,0.20268742345359636,18657.2,0.2026876360817301,-0.014668649600935169,-2.1262813373890133e-7
CGOA,2021,16327.9950866054,0.10388555979400992,NA,NA,NA,NA
EGOA,1992,11508.2590384024,0.09212185702970614,11343.4,0.09319581562532898,164.85903840240098,-0.0010739585956228426
EGOA,1993,16279.7489285881,0.08663853249128292,15854,0.0887319134773814,425.74892858810017,-0.0020933809860984726
EGOA,1994,11420.286957123,0.09719354749446152,11230.4,0.09869608771876397,189.88695712300068,-0.0015025402243024483
EGOA,1995,15390.8503899202,0.09453208563745338,15093.4,0.09609262218342403,297.4503899202009,-0.001560536545970645
EGOA,1996,17773.2374075626,0.0905395026221375,17488.8,0.09184339964895616,284.43740756260013,-0.0013038970268186567
EGOA,1997,20536.5462847172,0.08188601003056692,20181.6,0.08326085945437771,354.9462847171999,-0.0013748494238107895
EGOA,1998,17279.8796067389,0.05791750574691433,17149.9,0.05835137851224653,129.97960673889975,-4.338727653322022e-4
EGOA,1999,18512.0231869498,0.1015627222344918,18357.9,0.10238379525198124,154.12318694979695,-8.210730174894459e-4
EGOA,2000,18619.1003241668,0.09979673189233544,18403.1,0.10093063621896314,216.00032416680187,-0.0011339043266277021
EGOA,2001,23070.5830633927,0.07540005360542248,22733.6,0.07639310480686738,336.9830633927013,-9.930512014448972e-4
EGOA,2002,16872.3373332394,0.08288443951536072,16572.4,0.08436604554863862,299.93733323939887,-0.0014816060332779046
EGOA,2003,16468.0875457457,0.08723429100282772,16231.7,0.08844553974290884,236.38754574569975,-0.0012112487400811195
EGOA,2004,12631.3696460783,0.10695980735473055,12433.8,0.10850131354891032,197.56964607830014,-0.0015415061941797675
EGOA,2005,17418.2896241278,0.0979313784404142,17090.5,0.09943598599854472,327.78962412779947,-0.001504607558130519
EGOA,2006,19307.2759108914,0.09010943366297972,19104.7,0.09104492949927967,202.57591089139896,-9.354958362999544e-4
EGOA,2007,19877.5003125054,0.0652423162362506,19613.8,0.06604083788567887,263.7003125053998,-7.985216494282715e-4
EGOA,2008,25210.8674128558,0.10353624606967628,24939.5,0.10464781681033027,271.3674128558014,-0.0011115707406539888
EGOA,2009,18339.4953117765,0.07977372905564584,17955.6,0.08144507930186477,383.89531177650133,-0.0016713502462189361
EGOA,2010,26361.1782478078,0.09036512734802545,26107,0.09110922653661446,254.17824780779847,-7.440991885890175e-4
EGOA,2011,21823.2052935836,0.07400977212685783,21547.5,0.07471937508504706,275.7052935836,-7.09602958189226e-4
EGOA,2012,22552.9538924401,0.09184891487802216,22202,0.0932605342178648,350.95389244009857,-0.001411619339842643
EGOA,2013,26493.1613877382,0.05814422015915306,26036.6,0.058938688761884184,456.56138773820203,-7.944686027311215e-4
EGOA,2014,21839.1521281848,0.09306657790303462,21471.1,0.09451325075936899,368.0521281848014,-0.0014466728563343745
EGOA,2015,19669.286465288,0.07564444573579507,19353.6,0.0764395069637728,315.6864652880031,-7.950612279777336e-4
EGOA,2016,22030.929366923,0.09295067817004762,21764.9,0.0940853194880047,266.0293669229977,-0.001134641317957083
EGOA,2017,21605.2043268379,0.11536651433223412,21254.6,0.1172085804315114,350.60432683789986,-0.0018420660992772842
EGOA,2018,22453.2700577131,0.08497694875150494,22284.9,0.08552930053654284,168.3700577130985,-5.523517850379023e-4
EGOA,2019,18683.6402683775,0.04994652580299474,18487.8,0.05053572071988068,195.84026837750207,-5.891949168859434e-4
EGOA,2020,13300.2297084834,0.06233186232717284,12929.5,0.0640435243015218,370.7297084834008,-0.001711661974348959
EGOA,2021,11081.1867644219,0.05886561339126413,NA,NA,NA,NA
WGOA,1992,11389.8902481352,0.12209191340166124,11389.9,0.122092356418588,-0.009751864799909526,-4.4301692675441373e-7
WGOA,1993,8308.09743531521,0.14631542794610017,8308.1,0.1463151309922244,-0.0025646847898315173,2.9695387576689214e-7
WGOA,1994,8849.19221850222,0.19815516429544555,8849.19,0.19815484582545567,0.002218502218966023,3.184699898794996e-7
WGOA,1995,8585.12897424958,0.14288865236749165,8585.13,0.14288838447582636,-0.0010257504200126277,2.6789166529539443e-7
WGOA,1996,10650.0155767857,0.1223186948887295,10650,0.12231885967497388,0.015576785699522588,-1.6478624438598377e-7
WGOA,1997,5720.73699384709,0.11274880560263369,5720.74,0.1127488782090053,-0.003006152909620141,-7.26063716094405e-8
WGOA,1998,7711.63192476553,0.10113330615579812,7711.63,0.1011331726016417,0.0019247655300205224,1.3355415641458368e-7
WGOA,1999,6309.18183291208,0.1482914677650391,6309.18,0.14829167975475002,0.0018329120794078335,-2.1198971092428742e-7
WGOA,2000,6042.85239437064,0.15830754627000665,6042.85,0.15830760728642346,0.002394370639194676,-6.101641680800185e-8
WGOA,2001,7351.50968857749,0.17555156515076675,7351.51,0.17555142871655555,-3.114225100944168e-4,1.3643421120645982e-7
WGOA,2002,13157.2334518814,0.2817117228350829,13157.2,0.2817121393737712,0.03345188139974198,-4.165386883192568e-7
WGOA,2003,8807.14706349511,0.17765441044713184,8807.15,0.17765427226557623,-0.0029365048903855495,1.3818155561451384e-7
WGOA,2004,7566.39379584648,0.16403054479439846,7566.39,0.16403055764301688,0.0037958464799885405,-1.2848618419214475e-8
WGOA,2005,9922.4189020502,0.30634499291884965,9922.42,0.30634459246056345,-0.0010979498001688626,4.004582861982797e-7
WGOA,2006,7513.97393141575,0.1696316960727468,7513.97,0.1696316235516208,0.003931415749320877,7.252112599331895e-8
WGOA,2007,7676.49608189131,0.2036838959570336,7676.5,0.20368439185335563,-0.003918108690413646,-4.958963220336177e-7
WGOA,2008,9942.75602306065,0.23310620315123265,9942.76,0.23310571226860555,-0.00397693934974086,4.908826271021738e-7
WGOA,2009,11289.8352886898,0.15477474382710535,11289.8,0.15477508490953007,0.03528868979992694,-3.410824247207511e-7
WGOA,2010,14503.8361840017,0.25353251998439197,14503.8,0.253532175287473,0.03618400170125824,3.4469691895244736e-7
WGOA,2011,9207.99883521779,0.21009449691747667,9208,0.2100945426304541,-0.001164782210253179,-4.571297743116709e-8
WGOA,2012,6859.81585899137,0.16777854582211887,6859.82,0.16777804686898035,-0.00414100862963096,4.989531385279911e-7
WGOA,2013,12085.0207845679,0.1160413940374154,12085,0.11604182244877422,0.02078456789968186,-4.284113588187699e-7
WGOA,2014,12419.6007531817,0.1545556467496265,12419.6,0.1545552236901084,7.531816991104279e-4,4.230595180843011e-7
WGOA,2015,12388.9221205072,0.158746307946213,12388.9,0.15874669995018553,0.022120507201179862,-3.920039725324731e-7
WGOA,2016,13473.1958452506,0.16961284189551368,13473.2,0.16961323682140933,-0.00415474940018612,-3.9492589565259806e-7
WGOA,2017,13428.838033146,0.17702117842586618,13428.8,0.17702074155260797,0.03803314600008889,4.3687325820829237e-7
WGOA,2018,13652.2040769114,0.22309510819183148,13652.2,0.223095535164296,0.004076911398442462,-4.2697246452338966e-7
WGOA,2019,18104.4450733266,0.2850976612172416,18104.4,0.28509731226952434,0.045073326597048435,3.489477172768929e-7
WGOA,2020,9468.64700770709,0.15761218858033377,9468.65,0.1576118742333213,-0.0029922929097665474,3.1434701247556873e-7
WGOA,2021,7884.85272671722,0.0927011671074901,NA,NA,NA,NA
